class_a,class_b,epoch,train_errors,n_train,val_errors,n_val
0,1,1,206,6195,2,1549
0,1,2,76,6195,3,1549
0,1,3,32,6195,3,1549
0,1,4,28,6195,4,1549
0,1,5,32,6195,1,1549
0,1,6,24,6195,3,1549
0,1,7,30,6195,3,1549
0,1,8,32,6195,1,1549
0,1,9,24,6195,3,1549
0,1,10,36,6195,3,1549
0,1,11,42,6195,3,1549
0,1,12,34,6195,3,1549
0,1,13,24,6195,3,1549
0,1,14,30,6195,3,1549
0,1,15,42,6195,8,1549
0,1,16,98,6195,20,1549
0,1,17,146,6195,23,1549
0,1,18,162,6195,24,1549
0,1,19,150,6195,23,1549
0,1,20,132,6195,22,1549
0,2,1,78,8000,0,2000
0,2,2,6,8000,2,2000
0,2,3,20,8000,2,2000
0,2,4,16,8000,2,2000
0,2,5,16,8000,2,2000
0,2,6,14,8000,2,2000
0,2,7,14,8000,2,2000
0,2,8,14,8000,2,2000
0,2,9,14,8000,2,2000
0,2,10,10,8000,2,2000
0,2,11,10,8000,2,2000
0,2,12,10,8000,2,2000
0,2,13,10,8000,2,2000
0,2,14,10,8000,2,2000
0,2,15,10,8000,1,2000
0,2,16,10,8000,0,2000
0,3,1,71,8000,3,2000
0,3,2,24,8000,0,2000
0,3,3,23,8000,30,2000
0,3,4,27,8000,0,2000
0,3,5,26,8000,3,2000
0,3,6,30,8000,3,2000
0,3,7,26,8000,1,2000
0,3,8,16,8000,1,2000
0,3,9,16,8000,1,2000
0,3,10,16,8000,1,2000
0,3,11,16,8000,1,2000
0,3,12,16,8000,1,2000
0,3,13,10,8000,1,2000
0,3,14,4,8000,0,2000
0,3,15,2,8000,0,2000
0,3,16,2,8000,0,2000
0,3,17,2,8000,0,2000
0,4,1,25,8000,1,2000
0,4,2,24,8000,1,2000
0,4,3,24,8000,1,2000
0,4,4,24,8000,3,2000
0,4,5,24,8000,3,2000
0,4,6,24,8000,15,2000
0,4,7,22,8000,14,2000
0,4,8,22,8000,27,2000
0,4,9,22,8000,12,2000
0,4,10,24,8000,39,2000
0,4,11,22,8000,53,2000
0,4,12,20,8000,62,2000
0,4,13,20,8000,57,2000
0,4,14,18,8000,49,2000
0,4,15,21,8000,1,2000
0,4,16,22,8000,1,2000
0,5,1,236,8000,42,2000
0,5,2,222,8000,42,2000
0,5,3,226,8000,37,2000
0,5,4,225,8000,42,2000
0,5,5,218,8000,42,2000
0,5,6,227,8000,42,2000
0,5,7,220,8000,42,2000
0,5,8,218,8000,42,2000
0,5,9,221,8000,42,2000
0,5,10,216,8000,42,2000
0,5,11,216,8000,37,2000
0,5,12,221,8000,42,2000
0,5,13,218,8000,42,2000
0,5,14,216,8000,42,2000
0,5,15,225,8000,42,2000
0,5,16,214,8000,42,2000
0,5,17,222,8000,37,2000
0,5,18,225,8000,42,2000
0,6,1,219,2295,52,574
0,6,2,129,2295,27,574
0,6,3,108,2295,27,574
0,6,4,62,2295,1,574
0,6,5,56,2295,1,574
0,6,6,50,2295,2,574
0,6,7,44,2295,1,574
0,6,8,22,2295,1,574
0,6,9,18,2295,1,574
0,6,10,20,2295,3,574
0,6,11,14,2295,1,574
0,6,12,22,2295,1,574
0,6,13,20,2295,3,574
0,6,14,8,2295,0,574
0,6,15,4,2295,0,574
0,6,16,12,2295,3,574
0,6,17,12,2295,0,574
0,6,18,4,2295,0,574
0,6,19,8,2295,2,574
0,6,20,41,2295,26,574
0,6,21,86,2295,26,574
0,6,22,86,2295,26,574
0,6,23,86,2295,26,574
0,6,24,88,2295,26,574
0,6,25,84,2295,28,574
0,6,26,82,2295,29,574
0,6,27,82,2295,26,574
0,6,28,86,2295,26,574
0,6,29,84,2295,26,574
1,2,1,275,8000,32,2000
1,2,2,236,8000,33,2000
1,2,3,234,8000,33,2000
1,2,4,236,8000,34,2000
1,2,5,236,8000,34,2000
1,2,6,216,8000,34,2000
1,2,7,200,8000,34,2000
1,2,8,196,8000,34,2000
1,2,9,194,8000,34,2000
1,2,10,170,8000,34,2000
1,2,11,182,8000,33,2000
1,2,12,160,8000,33,2000
1,2,13,174,8000,33,2000
1,2,14,152,8000,33,2000
1,2,15,162,8000,33,2000
1,2,16,162,8000,33,2000
1,3,1,354,8000,44,2000
1,3,2,287,8000,43,2000
1,3,3,258,8000,43,2000
1,3,4,252,8000,43,2000
1,3,5,265,8000,29,2000
1,3,6,224,8000,26,2000
1,3,7,200,8000,26,2000
1,3,8,204,8000,26,2000
1,3,9,206,8000,46,2000
1,3,10,198,8000,26,2000
1,3,11,206,8000,43,2000
1,3,12,251,8000,30,2000
1,3,13,184,8000,26,2000
1,3,14,192,8000,26,2000
1,3,15,190,8000,26,2000
1,3,16,186,8000,26,2000
1,3,17,190,8000,26,2000
1,3,18,188,8000,26,2000
1,3,19,190,8000,26,2000
1,3,20,188,8000,26,2000
1,3,21,182,8000,30,2000
1,4,1,70,8000,8,2000
1,4,2,66,8000,8,2000
1,4,3,66,8000,8,2000
1,4,4,60,8000,4,2000
1,4,5,61,8000,8,2000
1,4,6,68,8000,8,2000
1,4,7,60,8000,5,2000
1,4,8,59,8000,8,2000
1,4,9,62,8000,8,2000
1,4,10,66,8000,8,2000
1,4,11,48,8000,4,2000
1,4,12,59,8000,8,2000
1,4,13,52,8000,8,2000
1,4,14,64,8000,8,2000
1,4,15,68,8000,8,2000
1,4,16,42,8000,3,2000
1,4,17,44,8000,5,2000
1,4,18,53,8000,8,2000
1,4,19,62,8000,8,2000
1,4,20,66,8000,8,2000
1,4,21,44,8000,8,2000
1,4,22,55,8000,8,2000
1,4,23,31,8000,8,2000
1,4,24,45,8000,8,2000
1,4,25,32,8000,8,2000
1,4,26,50,8000,8,2000
1,4,27,66,8000,8,2000
1,4,28,66,8000,8,2000
1,4,29,44,8000,4,2000
1,4,30,34,8000,8,2000
1,4,31,40,8000,5,2000
1,5,1,509,8000,7,2000
1,5,2,393,8000,54,2000
1,5,3,58,8000,41,2000
1,5,4,349,8000,40,2000
1,5,5,60,8000,4,2000
1,5,6,40,8000,3,2000
1,5,7,56,8000,40,2000
1,5,8,252,8000,246,2000
1,5,9,107,8000,13,2000
1,5,10,30,8000,4,2000
1,5,11,34,8000,1,2000
1,5,12,22,8000,5,2000
1,5,13,22,8000,1,2000
1,5,14,26,8000,1,2000
1,5,15,24,8000,4,2000
1,5,16,28,8000,1,2000
1,5,17,22,8000,6,2000
1,5,18,24,8000,1,2000
1,5,19,22,8000,1,2000
1,5,20,24,8000,1,2000
1,5,21,26,8000,0,2000
1,5,22,22,8000,0,2000
1,5,23,34,8000,4,2000
1,5,24,32,8000,0,2000
1,5,25,22,8000,0,2000
1,5,26,22,8000,0,2000
1,5,27,22,8000,2,2000
1,5,28,20,8000,3,2000
1,5,29,28,8000,2,2000
1,5,30,30,8000,2,2000
1,5,31,32,8000,3,2000
1,5,32,26,8000,2,2000
1,5,33,24,8000,2,2000
1,5,34,26,8000,2,2000
1,5,35,22,8000,3,2000
1,5,36,33,8000,2,2000
1,6,1,435,6324,32,1581
1,6,2,292,6324,47,1581
1,6,3,278,6324,47,1581
1,6,4,256,6324,40,1581
1,6,5,244,6324,43,1581
1,6,6,254,6324,40,1581
1,6,7,242,6324,40,1581
1,6,8,224,6324,39,1581
1,6,9,246,6324,30,1581
1,6,10,244,6324,38,1581
1,6,11,234,6324,38,1581
1,6,12,214,6324,29,1581
1,6,13,215,6324,39,1581
1,6,14,214,6324,39,1581
1,6,15,214,6324,39,1581
1,6,16,214,6324,39,1581
1,6,17,224,6324,39,1581
1,6,18,228,6324,39,1581
1,6,19,218,6324,39,1581
1,6,20,224,6324,45,1581
1,6,21,228,6324,44,1581
1,6,22,228,6324,43,1581
1,6,23,224,6324,39,1581
1,6,24,220,6324,39,1581
1,6,25,230,6324,39,1581
1,6,26,200,6324,39,1581
1,6,27,224,6324,37,1581
2,3,1,1119,8000,125,2000
2,3,2,865,8000,120,2000
2,3,3,768,8000,128,2000
2,3,4,733,8000,121,2000
2,3,5,682,8000,112,2000
2,3,6,702,8000,130,2000
2,3,7,650,8000,143,2000
2,3,8,634,8000,97,2000
2,3,9,594,8000,132,2000
2,3,10,608,8000,126,2000
2,3,11,564,8000,105,2000
2,3,12,566,8000,101,2000
2,3,13,619,8000,248,2000
2,3,14,584,8000,176,2000
2,3,15,554,8000,142,2000
2,3,16,558,8000,131,2000
2,3,17,542,8000,106,2000
2,3,18,536,8000,104,2000
2,3,19,516,8000,132,2000
2,3,20,484,8000,133,2000
2,3,21,508,8000,71,2000
2,3,22,504,8000,95,2000
2,3,23,474,8000,77,2000
2,3,24,525,8000,162,2000
2,3,25,486,8000,143,2000
2,3,26,474,8000,146,2000
2,3,27,498,8000,159,2000
2,3,28,480,8000,140,2000
2,3,29,450,8000,97,2000
2,3,30,470,8000,119,2000
2,3,31,450,8000,60,2000
2,3,32,410,8000,66,2000
2,3,33,416,8000,40,2000
2,3,34,414,8000,72,2000
2,3,35,479,8000,197,2000
2,3,36,440,8000,99,2000
2,3,37,422,8000,107,2000
2,3,38,438,8000,120,2000
2,3,39,422,8000,84,2000
2,3,40,408,8000,53,2000
2,3,41,394,8000,55,2000
2,3,42,402,8000,73,2000
2,3,43,384,8000,74,2000
2,3,44,453,8000,173,2000
2,3,45,418,8000,116,2000
2,3,46,406,8000,116,2000
2,3,47,414,8000,108,2000
2,3,48,386,8000,62,2000
2,4,1,278,8000,60,2000
2,4,2,238,8000,117,2000
2,4,3,212,8000,119,2000
2,4,4,213,8000,31,2000
2,4,5,165,8000,57,2000
2,4,6,220,8000,45,2000
2,4,7,158,8000,19,2000
2,4,8,158,8000,19,2000
2,4,9,179,8000,52,2000
2,4,10,180,8000,31,2000
2,4,11,150,8000,18,2000
2,4,12,160,8000,23,2000
2,4,13,156,8000,24,2000
2,4,14,148,8000,22,2000
2,4,15,146,8000,20,2000
2,4,16,173,8000,55,2000
2,4,17,186,8000,22,2000
2,4,18,128,8000,20,2000
2,4,19,134,8000,19,2000
2,4,20,150,8000,15,2000
2,4,21,162,8000,14,2000
2,4,22,150,8000,14,2000
2,4,23,149,8000,41,2000
2,4,24,158,8000,22,2000
2,4,25,130,8000,23,2000
2,4,26,126,8000,23,2000
2,4,27,124,8000,20,2000
2,4,28,138,8000,23,2000
2,4,29,134,8000,23,2000
2,4,30,128,8000,21,2000
2,4,31,130,8000,23,2000
2,4,32,130,8000,23,2000
2,4,33,134,8000,23,2000
2,4,34,116,8000,21,2000
2,4,35,122,8000,21,2000
2,4,36,132,8000,23,2000
2,5,1,70,8000,4,2000
2,5,2,31,8000,10,2000
2,5,3,20,8000,3,2000
2,5,4,20,8000,3,2000
2,5,5,13,8000,4,2000
2,5,6,8,8000,4,2000
2,5,7,8,8000,4,2000
2,5,8,6,8000,4,2000
2,5,9,6,8000,4,2000
2,5,10,8,8000,4,2000
2,5,11,6,8000,4,2000
2,5,12,8,8000,4,2000
2,5,13,6,8000,4,2000
2,5,14,8,8000,3,2000
2,5,15,6,8000,3,2000
2,5,16,8,8000,3,2000
2,5,17,8,8000,3,2000
2,5,18,6,8000,3,2000
2,6,1,43,8000,5,2000
2,6,2,20,8000,4,2000
2,6,3,16,8000,4,2000
2,6,4,16,8000,4,2000
2,6,5,16,8000,4,2000
2,6,6,14,8000,4,2000
2,6,7,14,8000,4,2000
2,6,8,14,8000,4,2000
2,6,9,14,8000,4,2000
2,6,10,14,8000,4,2000
2,6,11,14,8000,4,2000
2,6,12,14,8000,4,2000
2,6,13,14,8000,4,2000
2,6,14,14,8000,4,2000
2,6,15,14,8000,4,2000
2,6,16,14,8000,4,2000
2,6,17,14,8000,4,2000
3,4,1,294,8000,45,2000
3,4,2,228,8000,40,2000
3,4,3,224,8000,48,2000
3,4,4,232,8000,35,2000
3,4,5,218,8000,45,2000
3,4,6,226,8000,60,2000
3,4,7,214,8000,47,2000
3,4,8,210,8000,46,2000
3,4,9,214,8000,42,2000
3,4,10,204,8000,46,2000
3,4,11,198,8000,51,2000
3,4,12,197,8000,36,2000
3,4,13,187,8000,45,2000
3,4,14,206,8000,74,2000
3,4,15,160,8000,63,2000
3,4,16,181,8000,21,2000
3,4,17,164,8000,40,2000
3,4,18,162,8000,37,2000
3,4,19,162,8000,36,2000
3,4,20,162,8000,33,2000
3,4,21,164,8000,28,2000
3,4,22,174,8000,24,2000
3,4,23,154,8000,32,2000
3,4,24,164,8000,40,2000
3,4,25,166,8000,44,2000
3,4,26,158,8000,44,2000
3,4,27,182,8000,41,2000
3,4,28,185,8000,35,2000
3,4,29,162,8000,28,2000
3,4,30,158,8000,25,2000
3,4,31,167,8000,52,2000
3,5,1,131,8000,13,2000
3,5,2,106,8000,9,2000
3,5,3,100,8000,12,2000
3,5,4,64,8000,2,2000
3,5,5,32,8000,2,2000
3,5,6,24,8000,2,2000
3,5,7,16,8000,2,2000
3,5,8,36,8000,1,2000
3,5,9,24,8000,2,2000
3,5,10,36,8000,2,2000
3,5,11,64,8000,2,2000
3,5,12,81,8000,14,2000
3,5,13,88,8000,14,2000
3,5,14,84,8000,13,2000
3,5,15,90,8000,12,2000
3,5,16,94,8000,12,2000
3,5,17,76,8000,12,2000
3,5,18,107,8000,2,2000
3,5,19,77,8000,12,2000
3,5,20,110,8000,12,2000
3,5,21,104,8000,12,2000
3,5,22,104,8000,12,2000
3,5,23,102,8000,12,2000
3,6,1,72,8000,26,2000
3,6,2,70,8000,26,2000
3,6,3,74,8000,4,2000
3,6,4,40,8000,4,2000
3,6,5,38,8000,4,2000
3,6,6,36,8000,3,2000
3,6,7,44,8000,4,2000
3,6,8,46,8000,4,2000
3,6,9,46,8000,5,2000
3,6,10,44,8000,3,2000
3,6,11,38,8000,3,2000
3,6,12,36,8000,3,2000
3,6,13,32,8000,4,2000
3,6,14,43,8000,4,2000
3,6,15,36,8000,26,2000
3,6,16,30,8000,4,2000
3,6,17,40,8000,4,2000
3,6,18,38,8000,4,2000
3,6,19,36,8000,2,2000
3,6,20,36,8000,3,2000
3,6,21,32,8000,2,2000
3,6,22,38,8000,2,2000
3,6,23,34,8000,3,2000
3,6,24,36,8000,3,2000
3,6,25,26,8000,1,2000
3,6,26,30,8000,3,2000
3,6,27,24,8000,2,2000
3,6,28,20,8000,3,2000
3,6,29,26,8000,2,2000
3,6,30,28,8000,1,2000
3,6,31,20,8000,2,2000
3,6,32,24,8000,2,2000
3,6,33,24,8000,2,2000
3,6,34,30,8000,2,2000
3,6,35,30,8000,2,2000
3,6,36,32,8000,2,2000
3,6,37,28,8000,1,2000
3,6,38,26,8000,2,2000
3,6,39,34,8000,2,2000
3,6,40,34,8000,2,2000
4,5,1,442,8000,83,2000
4,5,2,307,8000,86,2000
4,5,3,353,8000,89,2000
4,5,4,290,8000,87,2000
4,5,5,308,8000,36,2000
4,5,6,255,8000,89,2000
4,5,7,334,8000,62,2000
4,5,8,253,8000,89,2000
4,5,9,246,8000,89,2000
4,5,10,298,8000,67,2000
4,5,11,254,8000,36,2000
4,5,12,232,8000,36,2000
4,5,13,229,8000,89,2000
4,5,14,232,8000,89,2000
4,5,15,278,8000,72,2000
4,5,16,260,8000,61,2000
4,5,17,236,8000,35,2000
4,5,18,234,8000,35,2000
4,5,19,231,8000,89,2000
4,5,20,225,8000,36,2000
4,5,21,232,8000,36,2000
4,5,22,232,8000,36,2000
4,5,23,228,8000,38,2000
4,5,24,218,8000,37,2000
4,5,25,216,8000,37,2000
4,5,26,226,8000,41,2000
4,5,27,231,8000,87,2000
4,5,28,240,8000,56,2000
4,5,29,218,8000,50,2000
4,5,30,208,8000,51,2000
4,5,31,202,8000,29,2000
4,5,32,196,8000,43,2000
4,5,33,190,8000,42,2000
4,5,34,194,8000,37,2000
4,5,35,188,8000,53,2000
4,5,36,200,8000,34,2000
4,5,37,186,8000,46,2000
4,5,38,184,8000,51,2000
4,5,39,192,8000,39,2000
4,5,40,186,8000,41,2000
4,5,41,186,8000,45,2000
4,5,42,188,8000,45,2000
4,5,43,196,8000,46,2000
4,5,44,184,8000,48,2000
4,5,45,194,8000,45,2000
4,5,46,194,8000,47,2000
4,6,1,17,8000,2,2000
4,6,2,16,8000,2,2000
4,6,3,17,8000,2,2000
4,6,4,16,8000,2,2000
4,6,5,16,8000,2,2000
4,6,6,16,8000,2,2000
4,6,7,16,8000,2,2000
4,6,8,16,8000,2,2000
4,6,9,16,8000,2,2000
4,6,10,17,8000,2,2000
4,6,11,16,8000,2,2000
4,6,12,16,8000,2,2000
4,6,13,16,8000,2,2000
4,6,14,14,8000,2,2000
4,6,15,16,8000,2,2000
4,6,16,16,8000,2,2000
5,6,1,191,8000,8,2000
5,6,2,72,8000,7,2000
5,6,3,68,8000,7,2000
5,6,4,58,8000,7,2000
5,6,5,54,8000,7,2000
5,6,6,50,8000,5,2000
5,6,7,48,8000,5,2000
5,6,8,48,8000,5,2000
5,6,9,38,8000,5,2000
5,6,10,30,8000,5,2000
5,6,11,36,8000,5,2000
5,6,12,34,8000,5,2000
5,6,13,38,8000,4,2000
5,6,14,20,8000,4,2000
5,6,15,20,8000,4,2000
5,6,16,20,8000,4,2000
5,6,17,20,8000,4,2000
5,6,18,24,8000,5,2000
5,6,19,40,8000,5,2000
5,6,20,40,8000,5,2000
5,6,21,65,8000,57,2000
5,6,22,84,8000,57,2000
5,6,23,84,8000,57,2000
5,6,24,82,8000,48,2000
5,6,25,50,8000,5,2000
5,6,26,34,8000,5,2000
5,6,27,38,8000,13,2000
5,6,28,40,8000,12,2000
